NATIONAL_BUILDING_ID,PROJECT_NAME,BUILDING_NAME,HOUSING_AUTHORITY,STREET_ADDRESS,CITY,STATE,ZIP5,ZIP9,LATITUDE,LONGITUDE,TOTAL_UNITS,ACC_UNITS,TOTAL_OCCUPIED,PERCENT_OCCUPIED,COUNTY,CITY,MSA_NM,CONSTRUCT_DATE,DOFA_ACTUAL_DT
9334620000,BALLINGER HOMES,,HA OF  KING COUNTY,2203 NE 200th Ct,Shoreline,WA,98155,1337,47.77412,-122.30607,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
2534620000,BALLINGER HOMES,,HA OF  KING COUNTY,20105 21st Ct NE,Shoreline,WA,98155,1311,47.774864,-122.307192,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
2462130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10951 4th Pl SW,Seattle,WA,98146,2253,47.506103,-122.339791,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2013-09-30T00:00:00.000Z
,Park Royal Apartments,,HA OF  KING COUNTY,18309 96th Ave NE,Bothell,WA,98011,3341,47.76134,-122.212647,17,17,13,76,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,2010-12-31T00:00:00.000Z
834620000,THE LAKE HOUSE,,HA OF  KING COUNTY,1313 N 200th St,Shoreline,WA,98133,3228,47.774019,-122.343106,70,70,69,98,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1972-06-30T00:00:00.000Z
5492130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10828 5th Pl SW,Seattle,WA,98146,2211,47.506038,-122.341385,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2013-09-15T00:00:00.000Z,2013-09-30T00:00:00.000Z
4724620000,FOREST GLEN,,HA OF  KING COUNTY,8610 164th Ave NE,Redmond,WA,98052,3640,47.679327,-122.121335,7,7,7,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1970-02-28T00:00:00.000Z
3858920000,Nia  Apartments,,HA OF  KING COUNTY,9922 9th Ave SW,Seattle,WA,98106,3081,47.514429,-122.346154,4,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-07-01T00:00:00.000Z,2008-08-28T00:00:00.000Z
824620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 112,Kent,WA,98031,3376,47.392661,-122.202507,6,6,6,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
9824620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,2,2,0,0,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
5544620000,COLLEGE PLACE,,HA OF  KING COUNTY,623 147th Pl NE,Bellevue,WA,98007,7711,47.616066,-122.144386,3,3,3,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1980-06-30T00:00:00.000Z
7924620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,2,2,1,50,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
8924620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
9924620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,3,75,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
5844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1349 145th Pl SE,Bellevue,WA,98007,5582,47.598414,-122.151764,4,4,4,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
8844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1317 145th Pl SE,Bellevue,WA,98007,5585,47.598741,-122.151946,4,4,3,75,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
1034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,3,75,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
4034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
,Kirkland Place,,HA OF  KING COUNTY,421 7th Ave,Kirkland,WA,98033,5660,47.680342,-122.200766,9,6,5,83,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,2011-06-30T00:00:00.000Z
6593620000,PARK LAKE HOMES I,,HA OF  KING COUNTY,235 SW 97th Pl,Seattle,WA,98106,3120,47.516666,-122.337895,2,2,0,0,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1961-05-31T00:00:00.000Z
373720000,Seola Crossing,10C,HA OF  KING COUNTY,937 SW 99th St,Seattle,WA,98106,3193,47.514489,-122.345348,4,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
1344620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
5073720000,Seola Crossing,6A,HA OF  KING COUNTY,9707 9th Pl SW,Seattle,WA,98106,3125,47.516257,-122.347371,3,0,,,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
2444620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
7444620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
6173720000,Seola Crossing,9B,HA OF  KING COUNTY,9714 9th Pl SW,Seattle,WA,98106,2984,47.516187,-122.346885,4,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
7134620000,FIRWOOD CIRCLE,,HA OF  KING COUNTY,331 37th Pl SE,Auburn,WA,98002,8801,47.276918,-122.226044,4,4,4,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
4273720000,Seola Crossing,9i,HA OF  KING COUNTY,9816 9th Pl SW,Seattle,WA,98106,2990,47.515273,-122.346878,3,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
1734620000,BURNDALE HOMES,,HA OF  KING COUNTY,1710 I Pl NE,Auburn,WA,98002,3319,47.323863,-122.218859,6,6,6,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
890030000,Salmon Creek,CV1 Bldg B,HA OF  KING COUNTY,760 SW 97th St,Seattle,WA,98106,3184,47.516517,-122.345291,6,6,6,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2009-08-31T00:00:00.000Z
8786030000,Zephyr,,HA OF  KING COUNTY,11224 5th Ave SW,Seattle,WA,98146,2208,47.502201,-122.340274,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
5334620000,BALLINGER HOMES,,HA OF  KING COUNTY,2200 NE 200th Ct,Shoreline,WA,98155,1338,47.774447,-122.306071,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
6356030000,Sixth Place,Building B,HA OF  KING COUNTY,9719 6th Pl SW,Seattle,WA,98106,3019,47.516114,-122.343518,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
7356030000,Sixth Place,Building C,HA OF  KING COUNTY,9725 6th Pl SW,Seattle,WA,98106,3019,47.51601,-122.343554,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
8356030000,Sixth Place,Building D,HA OF  KING COUNTY,9743 6th Pl SW,Seattle,WA,98106,3019,47.515743,-122.343528,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
8334620000,BALLINGER HOMES,,HA OF  KING COUNTY,2213 NE 200th Ct,Shoreline,WA,98155,1337,47.77412,-122.306062,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
3462130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10935 4th Pl SW,Seattle,WA,98146,2253,47.506243,-122.340213,3,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2013-09-30T00:00:00.000Z
8234620000,Paramount House II,,HA OF  KING COUNTY,1750 NE 145th St,Shoreline,WA,98155,7257,47.73407,-122.308666,70,70,69,98,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1968-09-30T00:00:00.000Z
9734620000,NORTHRIDGE II,,HA OF  KING COUNTY,1530 NE 177th St,Shoreline,WA,98155,5249,47.757662,-122.309168,70,70,67,95,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1975-01-31T00:00:00.000Z
7744620000,COLLEGE PLACE,,HA OF  KING COUNTY,1197 145th Pl SE,Bellevue,WA,98007,5429,47.599441,-122.152437,2,2,2,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
9744620000,COLLEGE PLACE,,HA OF  KING COUNTY,1165 145th Pl SE,Bellevue,WA,98007,5442,47.599556,-122.152516,2,2,2,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
1824620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,3,75,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
5034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
8034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 162,Kent,WA,98031,3376,47.392661,-122.202507,4,4,3,75,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
9034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 172,Kent,WA,98031,3376,47.392661,-122.202507,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
1134620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 193,Kent,WA,98031,3376,47.392661,-122.202507,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
5244620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
8244620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,3,3,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
9244620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
6464620000,Seola Crossing,11D,HA OF  KING COUNTY,9807 8th Ave SW,Seattle,WA,98106,3048,47.51558,-122.345537,6,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2006-07-01T00:00:00.000Z,2006-07-31T00:00:00.000Z
3344620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
444620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
273720000,Seola Crossing,9E,HA OF  KING COUNTY,9805 9th Ave SW,Seattle,WA,98106,2989,47.515195,-122.346548,2,0,,,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
1234620000,FIRWOOD CIRCLE,,HA OF  KING COUNTY,237 37th Pl SE,Auburn,WA,98002,8803,47.275978,-122.225016,4,4,4,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
3182030000,Eastbridge,E3-C,HA OF  KING COUNTY,9771 6th Ave SW,Seattle,WA,98106,3800,47.515603,-122.342567,3,0,,,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
5234620000,FIRWOOD CIRCLE,,HA OF  KING COUNTY,363 37th Pl SE,Auburn,WA,98002,8860,47.276516,-122.225373,2,2,2,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
9082030000,Eastbridge,EO-i,HA OF  KING COUNTY,9942 3rd Ln SW,Seattle,WA,98106,3168,47.514287,-122.338873,4,0,,,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
434620000,BALLINGER HOMES,,HA OF  KING COUNTY,2208 NE 199th Ct,Shoreline,WA,98155,1335,47.773725,-122.306056,6,6,6,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
2434620000,BALLINGER HOMES,,HA OF  KING COUNTY,2212 NE 199th Ct,Shoreline,WA,98155,1335,47.773724,-122.306053,6,6,5,83,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
9392130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10857 4th Pl SW,Seattle,WA,98146,2202,47.506312,-122.340141,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2013-09-15T00:00:00.000Z,2013-09-30T00:00:00.000Z
,BALLINGER HOMES,Peppertree,HA OF  KING COUNTY,19926 Ballinger Way NE,Shoreline,WA,98155,1287,47.77345,-122.307383,30,26,24,92,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
8434620000,BALLINGER HOMES,,HA OF  KING COUNTY,2003 NE 201st Pl,Shoreline,WA,98155,1339,47.774683,-122.30778,6,6,6,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
,Park Royal Apartments,,HA OF  KING COUNTY,18417 96th Ave NE,Bothell,WA,98011,3368,47.761892,-122.212592,6,4,4,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,2010-12-31T00:00:00.000Z
2492130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,482 SW 109th St,Seattle,WA,98146,2273,47.505497,-122.340675,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2013-09-15T00:00:00.000Z,2013-09-30T00:00:00.000Z
3544620000,COLLEGE PLACE,,HA OF  KING COUNTY,643 147th Pl NE,Bellevue,WA,98007,4797,47.61585,-122.14465,5,5,5,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1980-06-30T00:00:00.000Z
2844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1377 145th Pl SE,Bellevue,WA,98007,5519,47.59795,-122.151392,2,2,2,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
4844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1359 145th Pl SE,Bellevue,WA,98007,5587,47.598132,-122.151561,4,4,4,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
9273720000,Seola Crossing,10B,HA OF  KING COUNTY,921 SW 99th St,Seattle,WA,98106,3141,47.514488,-122.345336,4,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
1244620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
3244620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
4464620000,Seola Crossing,11B,HA OF  KING COUNTY,9725 8th Ave SW,Seattle,WA,98106,3055,47.51596,-122.34556,6,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2006-07-01T00:00:00.000Z,2006-07-31T00:00:00.000Z
4564620000,Seola Crossing,11L,HA OF  KING COUNTY,9742 9th Ave SW,Seattle,WA,98106,2978,47.515232,-122.346528,3,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2006-07-01T00:00:00.000Z,2006-07-31T00:00:00.000Z
8073720000,Seola Crossing,6B,HA OF  KING COUNTY,9708 9th Pl SW,Seattle,WA,98106,2937,47.516241,-122.346886,3,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
4444620000,CASCADE APARTMENTS,,HA OF  KING COUNTY,20402 106th Ave SE,Kent,WA,98031,1761,47.419107,-122.199333,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1978-07-31T00:00:00.000Z
2134620000,Mardi Gras II,,HA OF  KING COUNTY,24009 104th Ave SE,Kent,WA,98030,4977,47.386251,-122.202483,61,61,59,96,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-12-31T00:00:00.000Z
9634620000,BURNDALE HOMES,,HA OF  KING COUNTY,1733 J St NE,Auburn,WA,98002,3342,47.32382,-122.217735,4,4,4,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
3734620000,BURNDALE HOMES,,HA OF  KING COUNTY,1748 I Pl NE,Auburn,WA,98002,3319,47.323616,-122.218075,6,6,6,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
8972030000,Eastbridge,E3-F,HA OF  KING COUNTY,9855 6th Ave SW,Seattle,WA,98106,3801,47.514947,-122.342474,3,0,,,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
82030000,Eastbridge,EO-A,HA OF  KING COUNTY,9967 3rd Ln SW,Seattle,WA,98106,3168,47.514143,-122.339388,4,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
1082030000,Eastbridge,EO-B,HA OF  KING COUNTY,9977 3rd Ln SW,Seattle,WA,98106,3168,47.514066,-122.339402,3,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
4082030000,Eastbridge,EO-E,HA OF  KING COUNTY,9994 4th Ave SW,Seattle,WA,98106,3118,47.513928,-122.339478,3,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2010-06-30T00:00:00.000Z
6734620000,BURNDALE HOMES,,HA OF  KING COUNTY,1725 K St NE,Auburn,WA,98002,3340,47.324924,-122.21638,6,6,6,100,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1971-03-31T00:00:00.000Z
8624620000,WAYLAND ARMS,,HA OF  KING COUNTY,307 S Division St,Auburn,WA,98001,5344,47.30465,-122.230084,67,67,66,98,King,Federal Way-Auburn,"Seattle-Bellevue-Everett, WA PMSA",,1967-09-30T00:00:00.000Z
7790030000,Salmon Creek,CV4 Bldg E,HA OF  KING COUNTY,9929 7th Ave SW,Seattle,WA,98106,3190,47.515166,-122.344395,6,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2009-08-31T00:00:00.000Z
7786030000,Zephyr,,HA OF  KING COUNTY,11432 4th Pl SW,Seattle,WA,98146,2200,47.500585,-122.339358,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
886030000,Zephyr,,HA OF  KING COUNTY,444 SW 112th Ln,Seattle,WA,98146,2239,47.501991,-122.339718,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2011-07-31T00:00:00.000Z
4334620000,BALLINGER HOMES,,HA OF  KING COUNTY,2207 NE 201st Ct,Shoreline,WA,98155,1354,47.774683,-122.306586,6,6,6,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
7334620000,BALLINGER HOMES,,HA OF  KING COUNTY,2214 NE 200th Ct,Shoreline,WA,98155,1338,47.774447,-122.306061,6,6,5,83,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
4462130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10864 4th Pl SW,Seattle,WA,98146,2201,47.506118,-122.339749,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2013-09-15T00:00:00.000Z,2013-09-30T00:00:00.000Z
7362130000,FAIRWINDS APARTMENTS,,HA OF  KING COUNTY,10991 4th Pl SW,Seattle,WA,98146,2253,47.506139,-122.340252,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2013-09-30T00:00:00.000Z
534620000,BALLINGER HOMES,,HA OF  KING COUNTY,20102 20th Pl NE,Shoreline,WA,98155,1306,47.7749,-122.307591,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
3534620000,BALLINGER HOMES,,HA OF  KING COUNTY,20108 21st Ct NE,Shoreline,WA,98155,1312,47.774877,-122.306703,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1969-05-31T00:00:00.000Z
1724620000,FOREST GLEN,,HA OF  KING COUNTY,8610 164th Ave NE,Redmond,WA,98052,3640,47.679327,-122.121335,6,6,6,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1970-02-28T00:00:00.000Z
8444620000,COLLEGE PLACE,,HA OF  KING COUNTY,721 147th Pl NE,Bellevue,WA,98007,7702,47.616705,-122.144255,4,4,4,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1980-06-30T00:00:00.000Z
5634620000,THE LAKE HOUSE,,HA OF  KING COUNTY,18026 Midvale Ave N Apt 211,Shoreline,WA,98133,4533,47.759921,-122.345229,70,70,67,95,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1970-08-31T00:00:00.000Z
9613130000,Westminster Manor,,HA OF  KING COUNTY,14701 Dayton Ave N,Shoreline,WA,98133,6441,47.737215,-122.3534,60,28,27,96,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,2013-11-30T00:00:00.000Z
2724620000,FOREST GLEN,,HA OF  KING COUNTY,8610 164th Ave NE,Redmond,WA,98052,3640,47.679327,-122.121335,6,6,6,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1970-02-28T00:00:00.000Z
1634620000,YARDLEY ARMS,,HA OF  KING COUNTY,630 S 152nd St Apt 211,Burien,WA,98148,1139,47.467067,-122.324779,60,60,59,98,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1970-09-30T00:00:00.000Z
9444620000,COLLEGE PLACE,,HA OF  KING COUNTY,14717 NE 6th Pl,Bellevue,WA,98007,7706,47.61557,-122.146198,6,6,6,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1980-06-30T00:00:00.000Z
2824620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
7824620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
1544620000,COLLEGE PLACE,,HA OF  KING COUNTY,711 147th Pl NE,Bellevue,WA,98007,7703,47.616899,-122.144239,4,4,3,75,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1980-06-30T00:00:00.000Z
1924620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 123,Kent,WA,98031,3376,47.392661,-122.202507,4,4,4,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
5924620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE,Kent,WA,98031,3317,47.392661,-122.202507,4,4,0,0,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
3844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1369 145th Pl SE,Bellevue,WA,98007,5589,47.598011,-122.151474,2,2,2,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
7844620000,COLLEGE PLACE,,HA OF  KING COUNTY,1391 145th Pl SE,Bellevue,WA,98007,5592,47.597657,-122.151197,4,4,4,100,King,Seattle East CCD,"Seattle-Bellevue-Everett, WA PMSA",,1981-12-31T00:00:00.000Z
2034620000,VALLI-KEE HOMES,,HA OF  KING COUNTY,23401 104th Ave SE Apt 132,Kent,WA,98031,3376,47.392661,-122.202507,2,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",,1967-12-31T00:00:00.000Z
1373720000,Seola Crossing,10D,HA OF  KING COUNTY,953 SW 99th St,Seattle,WA,98106,2964,47.514489,-122.345361,2,1,1,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
7373720000,Seola Crossing,10J,HA OF  KING COUNTY,922 SW 100th St,Seattle,WA,98106,3147,47.513947,-122.347104,4,2,2,100,King,Seattle,"Seattle-Bellevue-Everett, WA PMSA",2007-06-22T00:00:00.000Z,2006-07-31T00:00:00.000Z
